"<empty_1>","Word","Example","Class"
2707,"head","Blowjob. Getting head does not equate to the process of [teabagging]",2
2708,"Wisdom","Street knowledge, street facts.",2
2709,"cumguzzler","one who sucks the cock and guzzles the cum.",2
2710,"liah","one who lies frequently",2
2711,"brown shower","Brown showers refer to partners who defecate on one another. This may be done using enemas, some of which may consist of diluted wine or food.",2
2712,"coprophilia","The uses of feces for sexual excitement.",2
2713,"creampie","A vulva which drips semen from immediately previous lovemaking.",2
2714,"wittol","A husband who has no objection to his wife making love to other men.",2
2715,"hook","the Police, 5-O",2
2716,"fo shizza  fo sheezy","For sure, definitely, bet!",2
2717,"smackhead","noun:a mofo ;; see mofo",2
2718,"shite","See shit.",2
2719,"PEBKAC","Problem Exists Between Keyboard And Chair - Computer Troubleshooting error description",2
2720,"cuckold","A husband whose wife chooses to have lovers.",2
2721,"Enron","v. to be cheated; to take money unjustly.",2
2722,"e-tard","one who isn't tech savy.",2
2723,"pitch a tent","to strike a [boner]",2
2724,"baloon job","another word for giving and or getting head.",2
2725,"fuckhead","someone who is a fucking dumbass",2
2726,"oh shnaps","exclamation used when in awe of someone",2
2727,"10 piece","10$, or 1 gram of marijuana",2
2728,"pink glove","During sexual intercourse with a dead body, or a passed out lady, a 'pink glove' is experienced when the dry cunt creates a firm grip on the penis, feeling much like the grip of a glove.. thus, the pink glove.",2
2729,"shrooms","slang term for the hallucinogenic mushroom species psilocybe cubensis.",2
2730,"ironic","a cleverly written song by Alanis Morisette about spoons and airplanes",2
2731," )","wink",2
2732,"bum darts","homosexual sex; anal intercourse",2
2733,"pitiot","People who act like jerks and fuckin' idiots in the mosh pit. These are the people who start fights and push around smaller moshers. They also usually have their shirts off for some strange reason too. ;; An amalgamation of 'Pit' and 'Idiot'",2
2734,"Berrrrrrrr","Very Cold",2
2735,"Windows XP","An Experimental Project (XP) released upon the masses of computer users, tooted as the latest and greatest operating system, which, in theory sounds great, however in practice, causes nothing more than problems, headaches, and nausea, and high job turnover rates for Network Administrators.",2
2736,"ROTFLMFAOASTD","Rolling on the floor, laughing my fucking ass off, and scared the dog",2
2737,"OOBP","Acronym for Out Of Brain Power.",2
2738,"cankle","noun; the meeting of the calf and the foot where an ankle is not present due to lack of ankle definition.",2
2739,"mafeaku","alternate pronunciation of motherfucker, for use when you don't want the subject of the comment to know that you are calling him a motherfucker.",2
2740,"Cheppa Tai","This word can mean about anything, Best use in short sentences.",2
2741,"Gay-Hole","Someone who likes gay stuff.",2
2742,"romper","To have attributes uncharacteristic of a normal human being; ie. being retarded, stupid or acting in a dumbass fashion. Other usage includeds refrences to nerds, gigantic freaks, foreigners or other people who deserve to be degraded.",2
2743,"Pressed Ham","1) Applying one's bare buttocks to the window of a moving car. ;; 2) To depress one's unclothed posterior onto another's person. Usually done in a forceful manner.",2
2744,"Fruit Salad","What you see when you are mooned by a male. It is the collection of man-junk from a rear view.",2
2745,"Cheppa Tai","'Cheppa Tai' Can also be a sign of repetition",2
2746,"187","to select for murder; to target for murder",2
2747,"20","the size of the rims on a car",2
2748,"abdicate","To proclaim or declare to be no longer one's own, to disclaim, disown, cast off; esp. to disown or disinherit children. Now only as a tech. term of Rom. Law (L. abdicare filium, also patrem); To depose (from an office or dignity). Obs.; refl. To formally cut oneself off, sever, or separate oneself from anything; esp. to divest oneself of an office (L. abdicare se magistratu). Obs.; trans. To put away, cast off, discard (anything). Obs.",2
2749,"audi","1. A true ultimate driving machine. ;; 2. Something people may try to steal.",2
2750,"titfuck","The best kind of sex there is.",2
2751,"paizuri","Breast fucking. (Japanese)",2
2752,"Al Gore","Just another politician.",2
2753,"wujamaba","When you just dont know what to say or didint understand what was said.",2
2754,"benzie","A way to call a Mercedes-Benz",2
2755,"Stang","A way to call a Ford Mustang.",2
2756,"Bug","A way to call a VolksWagen Beetle.",2
2757,"b.m.w.","1. German car company. ;; 2. Bavarian Motor Works. ;; 3. The Ultimate Driving Machine",2
2758,"mind on a mizzeel","[Mind On A $Million$]",2
2759,"sizup","[Sizup, meens 'Sup?' or 'Wasup?']",2
2760,"flizash","['Flizash':Meaning 'Flash']",2
2761,"pizoop","['pizoop' :meaning 'poop']",2
2762,"mupa","Another word for blue-ball.",2
2763,"chilled","To hang out, but in a very relaxed atmosphere",2
2764,"68","You do me and I'll owe you one.",2
2765,"jet skirt","A skirt that is cut so high that when the female wearing it bends over you can see her 'cock pit'. Generally only used to describe the combination of wearing no panties and an extremely short skirt.",2
2766,"Breezy","A female that's easy or sleeps around a lot.",2
2767,"ratty","A person that would appear to have rat like features. Example: only two teeth show mainly that look like theyd be good at nibbling cheese. A nose that resembles those of a rat. And sometimes even there hands can look like rat claws.",2
2768,"fat dancer","Generally used for overweight men who try to dance at parties/clubs/dances etc but fail to look good doing it.",2
2769,"dukes","Its like a hand shake. But insted the two users make fists and punch one anothers hand, not hard, just a with a little force.",2
2770,"kiddy diddler","A male or female use touches another male or female under the legal age.",2
2771,"Slamputee","The beating from one lacking limbs.",2
2772,"Fugger","Slang term meaning 'Fucker'",2
2773,"Word","Well Said!",2
2774,"Fosheezie","Word Meaning 'That is correct', when something is well said. Also acceptable: Word",2
2775,"Booty-Call","A person or event in which meaningless, lustful sex is taken place/",2
2776,"Phuct","Slang term meaning 'Fucked'. ;; Origin: Honk-E's dirty, resin-ridden mouth.",2
2777,"Bling-Bling","Jewelry or Riches. ;; Mainly 'Gold' or 'Platinum' and 'Diamonds' are the source of all of this.",2
2778,"duplo","Of or relating to being childish in nature.",2
2779,"boned","Fucked that person already.",2
2780,"Kickin","Sweet.Completely cool.",2
2781,"Arraghragh","Complaining or mumbling.The way Arnold Swartzsenegger talks in life and Snl (Saturday Night Live)skits.",2
2782,"Hizzos","Whores, Sluts, Prostitutes, etc.",2
2783,"clutch","absolutely essential to success; top priority",2
2784,"Der","Used to simplify such expressions as: ;; 'No Shit!' ;; 'Whatever!' ;; 'Really?!'",2
2785,"Bah!","Expression used when an undesired event takes place",2
2786,"Re-Re","Shorter form of the insult 'Retarded Retard'. ;; Used mainly by Clerks fans.",2
2787,"beef","to flatulate, usually with authority",2
2788,"drop anchor","to defecate, usually after holding it",2
2789,"pre","pre-cum; genital leaking that occurs during foreplay",2
2790,"go yard","1. to hit a home run in baseball 2. to 'go all the way' sexually",2
2791,"mop the basement","to perform cunnilingus",2
2792,"Quoink","its a sound made by the dug (you can look up dug if you want)",2
2793,"VPL","ACRONYM: Visible Panty Line.",2
2794,"represent","To serve as the official and authorized delegate or agent for.",2
2795,"skreet","ghetto for 'street.'",2
2796,"smashed","to get [piss drunk], often involving [stumbling] and incoherent speech",2
2797,"balls deep","1. having sex; more specifically, in flagrante delicto",2
2798,"assed out","out of luck",2
2799,"moose-knuckle","see camel-toe",2
2800,"nooner","a 'quickie' at noon, especially on your lunch break at work, with the chica from accounting",2
2801,"early","morning sex",2
2802,"McArmageddon","The day that the McDonalds Company brings the world to its knees.",2
2803,"Sasquatch","The overly hairy girl who sits in front of you during math.",2
2804,"sack moon","A regular buttoxial moon, with the addition of the scrotal region exposed.",2
2805,"Man-log","The Penis.",2
2806,"poopshoot","another word for the Anus.",2
2807,"gasohol","gasoline thats made purely of alcohol; idiot",2
2808,"gasohol","loser",2
2809,"jiggity","A modifier, often used in speech to separated thoughts; also used to indicate exitement",2
2810,"tappable","an adjective for a sexy woman, one that you could fathom having sex with.",2
2811,"blitz","Crazy, ill. Applies to an idea, not a person or place.",2
2812,"butterface","a girl with an ugly face",2
2813,"bunkie","a cell mate in prison that has raped you repeatedly. Now considered your bunkie.",2
2814,"push brown","The act of defecation.",2
2815,"Mad Skillz","Extreme amount of skill in a specific area.",2
2816,"IE Taxi","A late 70's - early 80's Camamro or IROC driven In the 909 area code in california",2
2817,"Pedestrian","An awesome form of speedbump, mainly involving screaming and blood effect",2
2818,"Fuck Trophy","A childs car seat",2
2819,"shankee","Someone who has been shanked.",2
2820,"package","The primary male member. Usually associated with size. ;; aka [unit] , [junk]",2
2821,"shit too","An interjection denoting disbelief or dismay",2
2822,"dap","noun love, props, or a salutation ;; verb to greet someone, to hang out together",2
2823,"shit you not","A reply to [shit too] affirming the truth in one's challenged statement.",2
2824,"ddf","Acronym: Distant Distortion Factor ;; When a girl looks damn good farther away, but really is a skank whore up close.",2
2825,"lit","extremely intoxicated",2
2826,"twilight","noun (1) The commencement of a downfall, associated with something that will never get better. ;; (2) The loss of good looks or youth.",2
2827,"asshole","Slang: An empty paper towel roll that has been stuffed with dryer sheets and blown into. Commonly used by weedamoholics to cover up obnoxious odors.",2
2828,"yeahcomeon","Commonly used term in the redneck commuty for 'hell-yeah', or a motivational phrase.",2
2829,"slut","An easy woman.",2
2830,"skint","adj: lacking funds, broke; (a british slang term)",2
2831,"man in the boat","The clitoris as it is between the folds of the labia",2
2832,"pig","a cop, the police, the 5-0",2
2833,"stanky","Extremely foul smelling",2
2834,"mack","(verb) to flirt with or attempt to seduce",2
2835,"mack","mack' may derive from french slang where a pimp is known as a 'mac' short for maquereau, or mackerel. Commonly, a mack is a pimp",2
2836,"royo","Gay Sexual Feelings",2
2837,"Hag","A mean woman.",2
2838,"wimpy","small and weak",2
2839,"Rigodamndiculus","Ri - god - damn - diculus",2
2840,"snowflake","a deragatory term for a white person.",2
2841,"IMHO","In my humble opinion",2
2842,"FYI","For your information",2
2843,"deuce","devil/two faced",2
2844,"Teste Blowout","When someone is talking and their voice breaks or cracks.",2
