,Title,Text,Class
2134,spincigga,"A cigarette , specifically to be used to mix with weed before blazing . ",0
2135,spitoonyas,Any flower or weed which emits an odor similar to that of a well-used spittoon . ,0
2136,splabeeno,A marijuana cigarette . ,0
2137,splaff,A marijuana joint laced with acid ,0
2138,splange,"The slightly over ever weed smoker who hogs the joints , gets way too high and does n't put in . ",0
2140,spleaze,Another word for spliff(0.5 grams of weed ) ,0
2141,spleef,A rolled marijuana cigarette . ; ; fictional name for long-time internet gamer . ,0
2142,spleeve,A very thin marijuana cigarette ,0
2143,spleez,A marijuana cigarette ; also referred to as a spliff ,0
2144,splif,A butt with weed in it ,0
2146,spliffedup,"Having a weed stain on your brain . Also , an arduous or cumbersome situation . ",0
2148,splinky,A cigarette containing herbal substances ex . weed ,0
2149,splitt,Split or spliff ; ; a rolled marijuana cigarette a.k .a . a 'joint ' or 'newbie ' ,0
2150,sploint,A large rolled marijuana cigarette ,0
2151,sploob,"To smoke weed , usually a blunt ; ; originated in Durham , ma circa 2003 ",0
2152,sploya,Slang term for a marijuana cigarette ,0
2153,spoetzl,Friend who smokes bud ; fellow Buddha lover . Weed man . ,0
2154,sport-cigarette,"[cigarette ] containing [weed ] ; ; compare : [blunt ] , [joint ] ",0
2155,spotlem,"cowichan valley BC slang for weed , smoke , pot , bob or Mary Jane . I think it 's from the coast Salish ( first nations ) language for smoke . Please forgive my miss spelling , I spent it the way it sounds . ",0
2156,spranklins',Left over nuggets/sprinkles of marijuana after a mesh or a joint/blunt rolling mesh ,0
2157,springbrook,"One of the lamest places to live ... ; ; its called a hamlet ... ; ; only 8 mines out of [red deer]but yet its totally isolated . ; ; filled with stoners , and coke heads , leads of an easy place to see drugs . ; ; kids as young as six fall into the trap of marijuana . ; ; also hosts a cadet camp . which is also extremely lame . ; ; could also be called the [red deer ] airport . ; ; lame lame lame ! ! ! ! ",0
2158,squanto,"Slang for dank , hash ,marijuana , ghanja , reefer ,etc. ",0
2159,squaregrouper,Nickname given to bales of marijuana thrown overboard or out of airplanes . Origin is reportedly from members of the coast guard in the area of southern Florida . ,0
2160,squeeb,A small marijuana cigarette . ,0
2161,squeebaflabin,Noun - a green negative substance commonly known as marijuana ,0
2162,squeebage,Alternative word for marijuana ,0
2163,squeebageplop,"A Philadelphia area term for menstruation . The source of the word is purely from the sound , there is no relation to squeebage as in weed . ",0
2164,squeef,1 . To try to get a hit off a bowl of marijuana when there is only ash in the bowl . ,0
2165,squible,A slang term for marijuana ,0
2166,squief,A slang term for marijuana ,0
2167,squirb,( noun ) normal slang for marijuana . Derived from the word herb . ,0
2168,squirell-faced,To be inebriated on mass quantities of marijuana and beer and/or whiskey . ,0
2169,sswatt,"V : a puff on a bong , marijuana cigarette , or pipe containing hashish or another mind-altering substance . ",0
2170,stackinafranklin,"To get high , blazed , toasted ; of or relating to the process of experiencing the effects of marijuana ",0
2171,stankies,"Skunk weed , chronic ",0
2172,stankmonkey,"An old , dirty , oftentimes poor black man who reeks of piss , alcohol , rookie , and/or weed . Usually seen accompanied by a bottle wrapped in a brown paper sack . also , called 'stunk monkey . ' ",0
2173,stankybuddah,Really stinky bud ( marijuana ) . Coined by the duke of port new . S'right . ,0
2174,stankyjane,Very strong smelling weed ...it came from sharia ,0
2175,starleaf,"Slang for marijuana ; see [pot ] , [weed ] , [grass ] , etc... ; ; derived from the star-like shape of the marijuana leaf ",0
2176,steeched,Really high off of marijuana . ,0
2177,stef,"Verb ; ; to step a bowl ( of weed ) is to basically use it as a microphone and instead of hitting it , you just hold it and talk and talk and talk ... ",0
2178,stembreath,The smelly aroma in your mouth after you are so desperate for weed that you smoke your left over stems ,0
2179,stemsanseeds,The shit you need to take out of your weed ,0
2180,stick-icky-icky,Highly potent marijuana . ,0
2181,stickedout,When your high/disoriented on canal usually in combination with alcohol or marijuana or both .from the word stick which also refers to a any bar.will often result in memory loss/black out . ,0
2182,stickiestoftheicky,'Stickiest of ' refers to the best of ; ; 'the icky ' refers to weed ; ; was made popular by the rick jams episode of the chappelle show ,0
2183,sticksandstems,1.shitty weed ; ; 2.very dry and falls apart easily ; ; 3.mostly unusable pot ,0
2184,sticksandstuff,A really shitty bag of marijuana or pot . Mostly stems and seeds . ,0
2185,sticktastic,The best weed money can buy . ,0
2187,sticky-gooey,( n)the chronic green ; highly potent weed . ,0
2188,sticky-icky,A good bud of marijuana ,0
2189,sticky-icky-icky,"Marijuana of superior potency , flavor , and aroma . ",0
2190,stickyblack,"Some dark weed , usually chocolate that comes compressed ",0
2191,stickyfingers,"Aftermath of rolling a blunt , or dealing with large amounts of weed . ",0
2192,stickyflanchmo,Another name for weed or marijuana ,0
2193,stickygreen,"Weed , dope , Mary Jane , marijuana ",0
2194,stickyicky,"Marijuana when it 's not quite done , before its being put into the coffee blinders ... ",0
2195,stickyickyicky,A [ghetto] term for [marijuana ] ,0
2196,stickynuggz,"The stick icky subsonic chronic , sometimes referred to as marijuana . ",0
2197,stickypurplepunch,( n ) sticky purple punch is a reference to marijuana . Made popular by the movie bio-dome . ,0
2198,stickysticky,"( n ) : marijuana ; ; [pot , refer , weed , Mary Jane , tron ] ",0
2201,stinkie,Slang for a joint or marijuana cigarette ; ; comes from the fact that joints are stinkier ( but in a good way ) ,0
2202,stinkies,"Skunk weed , chronic , pumped-up greens . I am a man obsessed . ",0
2203,stissed,The combination of 'pissed ' and 'stunned ' where you drink large amounts of alcohol combined with massive amounts of either weed or reside . ,0
2204,stizzy,when you 're too high to smoke any more weed . ,0
2205,stockypalmtree,A slang term for marijuana . My mother accidentally inspired this while in a hemp shop in southern Cali . ; ; because if you think about it ... it does kind of look like a palm tree ; just stockier . ,0
2206,stonedalicious,"Description of a ( often average ) food or beverage , artificially enhanced by the use of marijuana . ",0
2207,stonedidid,Being heavily drugged . Commonly from marijuana . Normally referred to in the first person . ,0
2208,stonedlikeahippy,To be high on marijuana like a member of the flower children . ,0
2210,stonedup,A term for [getting high ] on [marijuana ] used in Vermont . Do n't ask me why they add the word 'up ' . I could n't explain it any more than I could tell you how they thought of the expression [cabbage night ] . ,0
2212,stonercologne,"Air freshener , or any other strong smelling cleaner that takes away the smell of [weed ] . ",0
2213,stonergay,Homosexual male who smokes pot . He is usually more into the cult of marijuana than going to the gym or the latest club . He would rather buy some kick ass weed than a new Gucci shirt . They tend to get along very well with surfers and skateboarders . ,0
2215,stonermovie,A stoner movie is a movie that has to do with weed and is really funny usually only stoners like these movies . ,0
2218,stopprop,"Marijuana legalization activist who uses this name . It is shortened from 'stop the government propaganda , legalize marijuana ' . Was initially stopproplegalpot , but got shortened to what it is today , as stop prop ",0
2219,straightpurp,A type of [marijuana ] that is purple instead of the common green . ,0
2220,straightrope,1 . A piece of rope that is straight . ; ; 2. ( slang ) highly potent marijuana . ,0
2221,strawberrycough,A delicious strain of marijuana . 25 % India 75 % saliva . Very heady high with little or no paranoia . Buds smell like fresh fruit . ,0
2222,stubbsied,1 . To smoke a whole foot ( marijuana cigarette)to yourself when it had been clearly intended to be passed around . ; ; 2. To chat uncontrollably when no one is paying attention to what you are saying ,0
2223,stuckinfoned,A state reached after excessive marijuana use . ,0
2225,stumblebiscuit,"A cookie , biscuit , or other baked good whose ingredients include some type of hallucinogenic drug , usually marijuana . ",0
2226,stupidified,stupidities is the stage you reach after being smoking some [weed ] with a friend . after being taking a couple of hits on the [joint ] you sit there and discuss everything and nothing and you do n't know why you said some things . ,0
2228,sukha,Punjabi word for weed ,0
2229,sunflowersupernova,"A kalidescope-like image , bursting with color and light . Many variations exist , with no defined image . Usually seen while very stoned/tripping off of weed , sh rooms , etc . Usually in motion , sunflower supernovas are very interesting and unique patterns . I recommend smoking large amounts of drugs to induce images . ",0
2230,superbowl,"A huge bowl that can contain a large amount of weed . also , the football championship game . ",0
2231,supersecretpizzaparty,A weed smoking session where only a select few are invited and lots of weed is consumed . ,0
2233,sureno,"A sure no is any Mexican gang member in the southern California area . The sure no color is blue and their number is 13 which denotes the thirteenth letter in the alphabet which is m , standing for marijuana or Mexican mafia . There are sure nos located throughout the states but mainly in so . cal ",0
2234,susiewong,A name for marijuana ,0
2235,swagg,"The shittiest type of marijuana you can smoke . Almost like dirt , and usually will not make you high . ",0
2236,swampthingdathoe,after you sponge on DAT hoe . You throw moldy garbage and/or sea weed on her . Then you drop-kick her . ,0
2237,sweah,Dutch/Belgian word for ganja / weed or joint ,0
2238,swedishfish,A code name for marijuana and ganja ! ,0
2239,sweetchiva,Very good marijuana ,0
2240,sweetgoodness,"Weed , ganja , reefer , and hoot . ",0
2241,sweetswedishcheeba,1 . Incredible type of marijuana acquired only by those who have connections or [mad ] [dough ] ,0
2242,swingdingitz,Cell phone code for weed that is only looked for when you have extremely limited funds . Aka swag ,0
2243,swisha,"Marijuana , word comes from Oakland , ca ",0
2244,swishasweet,Slang for a swisher sweet cigar which is emptied and filled with marijuana ,0
2245,swisherhouse,"A box of swisher sweets . Usually four to six cigars to roll a marijuana blunt . also , known as club swish . ",0
2246,switkay,"The male counterpart to [duff ] . A switkay is the stupid , slow , and big headed kid shoved into the group of normal boys . switkays are defined by their retarted-like ideas and below par comments . switkays are also known for their extremely low tolerance for alcohol and/or [marijuana ] . ",0
2247,swoowoo,"A blunt , marijuana cigar , weed ",0
2248,szechwan,Slang for 'session . as in marijuana session . ,0
2249,szechwanzito,A marijuana session . ,0
2251,tabaca,"1.Oaxaca n . = short for tobacco Mexican fresh [marijuana ] , bud , [kine bud ] , Juan shares with all of his amigos to the north . ; ; 2.Oaxaca = natural herb smokes , not Marlboro . ; ; [a god given medicine ] ; ; 3.tobacco = alternate spelling ; same as marijuana . ",0
